cons_id,party_id,party_list_vote,party_list_vote_percent
NSN_3,702,220,0.20171
NSN_4,702,260,0.24827
NSN_5,702,170,0.16209
NSN_6,702,192,0.19732
NST_1,702,8,0.00881
NST_10,702,41,0.04273
NST_2,702,12,0.01216
NST_3,702,16,0.01694
NST_4,702,16,0.01705
NST_5,702,29,0.03055
NST_6,702,30,0.78472
NST_7,702,18,0.01993
NST_8,702,33,0.03666
NST_9,702,25,0.02766
NWT_1,702,12,0.01215
NWT_2,702,5,0.00613
NWT_3,702,18,0.02238
NWT_4,702,10,0.01169
NWT_5,702,46,0.04802
NYK_1,702,71,0.08389
NYK_2,702,91,0.10228
PBI_1,702,36,0.03435
PBI_2,702,33,0.02904
PBI_3,702,19,0.01725
PCT_1,702,206,0.18863
PCT_2,702,212,0.21071
PCT_3,702,209,0.19761
PKN_1,702,56,0.04892
PKN_2,702,47,0.04257
PKN_3,702,41,0.03962
PKT_1,702,2,0.00263
PKT_2,702,5,0.00666
PKT_3,702,8,0.00954
PLG_1,702,15,0.01317
PLG_2,702,41,0.03351
PLG_3,702,18,0.01547
PLK_1,702,48,0.04578
PLK_2,702,202,0.1788
PLK_3,702,146,0.14531
PLK_4,702,179,0.25303
PLK_5,702,187,0.18936
PNA_1,702,16,0.02066
PNA_2,702,29,0.0345
PNB_1,702,126,0.1304
PNB_2,702,173,0.17401
PNB_3,702,150,0.15423
PNB_4,702,195,0.22528
PNB_5,702,229,0.25182
PNB_6,702,194,0.20695
PRE_1,702,147,0.14433
PRE_2,702,248,0.3756
PRE_3,702,263,0.29522
PRI_1,702,79,0.07659
PRI_2,702,106,0.10135
PRI_3,702,7,0.00689
PTE_1,702,62,0.05687
PTE_2,702,41,0.03778
PTE_3,702,33,0.03308
PTE_4,702,28,0.02637
PTE_5,702,48,0.0415
PTE_6,702,27,0.02391
PTE_7,702,77,0.06835
PTN_1,702,12,0.01595
PTN_2,702,9,0.01067
PTN_3,702,11,0.01584
PTN_4,702,6,0.00715
PTN_5,702,6,0.01812
PYO_1,702,134,0.13176
PYO_2,702,331,0.33368
PYO_3,702,253,0.24499
RBR_1,702,41,0.03743
RBR_2,702,110,0.10427
RBR_3,702,95,0.07967
RBR_4,702,60,0.05159
RBR_5,702,40,0.03485
RET_1,702,194,0.19906
RET_2,702,531,0.55106
RET_3,702,267,0.29592
RET_4,702,204,0.23353
RET_5,702,249,0.28174
RET_6,702,354,0.40072
RET_7,702,344,0.37279
RET_8,702,313,0.33515
RNG_1,702,22,0.02077
RYG_1,702,28,0.03028
RYG_2,702,58,0.06885
RYG_3,702,47,0.0492
RYG_4,702,41,0.04465
RYG_5,702,27,0.02983
SBR_1,702,234,0.17888
SKA_1,702,6,0.00587
SKA_2,702,11,0.01272
SKA_3,702,9,0.00835
SKA_4,702,7,0.00681
SKA_5,702,21,0.02035
SKA_6,702,11,0.01187
SKA_7,702,28,0.02818
SKA_8,702,31,0.03182
SKA_9,702,6,0.0056
SKM_1,702,47,0.03891
SKN_1,702,33,0.02811
SKN_2,702,36,0.0319
SKN_3,702,31,0.02716
SKW_1,702,115,0.10673
SKW_2,702,136,0.13203
SKW_3,702,278,0.25275
SNI_1,702,15,0.01694
SNI_2,702,21,0.02477
SNI_3,702,38,0.04104
SNI_4,702,80,0.08934
SNI_5,702,56,0.06449
SNI_6,702,43,0.04445
SNI_7,702,28,0.03081
SNK_1,702,153,0.15897
SNK_2,702,321,0.35321
SNK_3,702,318,0.34463
SNK_4,702,275,0.3113
SNK_5,702,192,0.23483
SNK_6,702,193,0.23078
SNK_7,702,240,0.2897
SPB_1,702,79,0.07757
SPB_2,702,78,0.0799
SPB_3,702,82,0.07832
SPB_4,702,217,0.19973
SPB_5,702,213,0.18657
SPK_1,702,21,0.02096
SPK_2,702,21,0.02114
SPK_3,702,21,0.01977
SPK_4,702,19,0.01866
SPK_5,702,30,0.02501
SPK_6,702,33,0.03218
SPK_7,702,33,0.029
SPK_8,702,45,0.03973
SRI_1,702,56,0.05401
SRI_2,702,108,0.0984
SRI_3,702,80,0.07732
SRI_4,702,97,0.0935
SRN_1,702,164,0.16346
SRN_2,702,235,0.23203
SRN_3,702,316,0.33326
SRN_4,702,319,0.34216
SRN_5,702,336,0.37873
SRN_6,702,245,0.27468
SRN_7,702,274,0.28322
SRN_8,702,253,0.27733
SSK_1,702,325,0.32316
SSK_2,702,328,0.37308
SSK_3,702,309,0.34388
SSK_4,702,245,0.28286
SSK_5,702,261,0.29717
SSK_6,702,360,0.40213
SSK_7,702,213,0.24449
SSK_8,702,339,0.34784
SSK_9,702,369,0.37402
STI_1,702,181,0.20301
STI_2,702,241,0.28564
STI_3,702,216,0.23569
STI_4,702,219,0.24405
STN_1,702,33,0.03723
STN_2,702,69,0.06541
TAK_1,702,123,0.1101
TAK_2,702,102,0.10774
TAK_3,702,243,0.24596
TRG_1,702,14,0.01372
TRG_2,702,27,0.02576
TRG_3,702,25,0.02615
TRG_4,702,27,0.02647
TRT_1,702,55,0.04241
UBN_1,702,61,0.05851
UBN_10,702,297,0.29299
UBN_11,702,209,0.22341
UBN_2,702,185,0.18526
UBN_3,702,266,0.25649
UBN_4,702,219,0.20012
UBN_5,702,263,0.28168
UBN_6,702,222,0.25021
UBN_7,702,298,0.32411
UBN_8,702,240,0.24793
UBN_9,702,278,0.32117
UDN_1,702,74,0.08168
UDN_10,702,222,0.26743
UDN_2,702,203,0.21309
UDN_3,702,241,0.29047
UDN_4,702,174,0.21631
UDN_5,702,255,0.34765
UDN_6,702,217,0.25646
UDN_7,702,195,0.23215
UDN_8,702,209,0.25386
UDN_9,702,261,0.30428
UTI_1,702,111,0.12042
UTI_2,702,152,0.1621
UTT_1,702,114,0.12609
UTT_2,702,191,0.21245
UTT_3,702,257,0.27789
YLA_1,702,13,0.0131
YLA_2,702,39,0.03888
YLA_3,702,18,0.01838
YST_1,702,218,0.1973
YST_2,702,280,0.28446
YST_3,702,305,0.29178
ACR_1,703,67,0.06346
ACR_2,703,41,0.03667
ATG_1,703,13,0.01448
ATG_2,703,16,0.01749
AYA_1,703,13,0.01178
AYA_2,703,20,0.0187
AYA_3,703,11,0.01019
AYA_4,703,24,0.02106
AYA_5,703,17,0.01585
BKK_1,703,10,0.01059
BKK_10,703,11,0.01057
BKK_11,703,4,0.0039
BKK_12,703,13,0.01222
BKK_13,703,7,0.00697
BKK_14,703,4,0.00393
BKK_15,703,8,0.00834
