cons_id,cons_no,prov_id,registered_vote,total_vote_stations,zone
SPK_8,8,SPK,144805,217,"อำเภอบางเสาธง (เฉพาะตำบลบางเสาธง, ตำบลศีรษะจรเข้ใหญ่)"
SPK_8,8,SPK,144805,217,อำเภอบางบ่อ
SRI_1,1,SRI,125843,170,อำเภอเฉลิมพระเกียรติ
SRI_1,1,SRI,125843,170,อำเภอเมืองสระบุรี (ยกเว้นตำบลหนองโน)
SRI_1,1,SRI,125843,170,อำเภอแก่งคอย (เฉพาะตำบลห้วยแห้ง)
SRI_2,2,SRI,133170,203,อำเภอแก่งคอย (ยกเว้นตำบลห้วยแห้ง)
SRI_2,2,SRI,133170,203,อำเภอมวกเหล็ก
SRI_2,2,SRI,133170,203,อำเภอวังม่วง
SRI_3,3,SRI,123379,183,อำเภอเมืองสระบุรี (เฉพาะตำบลหนองโน)
SRI_3,3,SRI,123379,183,อำเภอวิหารแดง
SRI_3,3,SRI,123379,183,อำเภอหนองแค
SRI_3,3,SRI,123379,183,อำเภอหนองแซง
SRI_4,4,SRI,126626,203,อำเภอเสาไห้
SRI_4,4,SRI,126626,203,อำเภอดอนพุด
SRI_4,4,SRI,126626,203,อำเภอบ้านหมอ
SRI_4,4,SRI,126626,203,อำเภอพระพุทธบาท
SRI_4,4,SRI,126626,203,อำเภอหนองโดน
SRN_1,1,SRN,135474,238,"อำเภอเมืองสุรินทร์ (เฉพาะเทศบาลเมืองสุรินทร์, ตำบลนอกเมือง, ตำบลคอโค, ตำบลตระแสง, ตำบลสวาย, ตำบลนาบัว, ตำบลเฉนียง, ตำบลเทนมีย์, ตำบลตาอ็อง, ตำบลสำโรง)"
SRN_1,1,SRN,135474,238,"อำเภอศีขรภูมิ (เฉพาะตำบลหนองเหล็ก, ตำบลตรมไพร)"
SRN_2,2,SRN,138819,259,อำเภอเขวาสินรินทร์
SRN_2,2,SRN,138819,259,"อำเภอเมืองสุรินทร์ (เฉพาะเทศบาลตำบลเหมือง, ตำบลเมืองที, ตำบลบุฤาษี, ตำบลแสลงพันธ์, ตำบลแกใหญ่, ตำบลท่าสว่าง, ตำบลนาดี, ตำบลเพี้ยราม, ตำบลตั้งใจ, ตำบลกาเกาะ, ตำบลสลักได, ตำบลราม)"
SRN_2,2,SRN,138819,259,"อำเภอศีขรภูมิ (เฉพาะตำบลแตล, ตำบลช่างปี่, ตำบลจารพัต)"
SRN_3,3,SRN,137655,290,อำเภอจอมพระ
SRN_3,3,SRN,137655,290,"อำเภอท่าตูม (ยกเว้นตำบลพรมเทพ, ตำบลทุ่งกุลา, ตำบลโพนครก)"
SRN_3,3,SRN,137655,290,อำเภอสนม (ยกเว้นตำบลหัวงัว)
SRN_4,4,SRN,139558,306,อำเภอชุมพลบุรี
SRN_4,4,SRN,139558,306,"อำเภอท่าตูม (เฉพาะตำบลพรมเทพ, ตำบลทุ่งกุลา, ตำบลโพนครก)"
SRN_4,4,SRN,139558,306,"อำเภอรัตนบุรี (ยกเว้นตำบลยางสว่าง, ตำบลเบิด)"
SRN_5,5,SRN,135435,294,อำเภอโนนนารายณ์
SRN_5,5,SRN,135435,294,"อำเภอรัตนบุรี (เฉพาะตำบลยางสว่าง, ตำบลเบิด)"
SRN_5,5,SRN,135435,294,"อำเภอศีขรภูมิ (เฉพาะเทศบาลตำบลศีขรภูมิ, ตำบลระแงง, ตำบลหนองขวาว, ตำบลขวาวใหญ่, ตำบลหนองบัว, ตำบลคาละแมะ, ตำบลนารุ่ง, ตำบลตรึม, ตำบลยาง)"
SRN_5,5,SRN,135435,294,อำเภอสนม (เฉพาะตำบลหัวงัว)
SRN_5,5,SRN,135435,294,อำเภอสำโรงทาบ
SRN_6,6,SRN,133015,263,อำเภอศรีณรงค์
SRN_6,6,SRN,133015,263,"อำเภอศีขรภูมิ (เฉพาะเทศบาลตำบลผักไหม, ตำบลกุดหวาย)"
SRN_6,6,SRN,133015,263,"อำเภอสังขะ (ยกเว้นตำบลตาตุม, ตำบลเทพรักษา)"
SRN_7,7,SRN,135557,281,อำเภอปราสาท (ยกเว้นตำบลโชคนาสาม)
SRN_7,7,SRN,135557,281,อำเภอลำดวน
SRN_8,8,SRN,134824,258,อำเภอกาบเชิง
SRN_8,8,SRN,134824,258,อำเภอบัวเชด
SRN_8,8,SRN,134824,258,อำเภอปราสาท (เฉพาะตำบลโชคนาสาม)
SRN_8,8,SRN,134824,258,อำเภอพนมดงรัก
SRN_8,8,SRN,134824,258,"อำเภอสังขะ (เฉพาะตำบลตาตุม, ตำบลเทพรักษา)"
SSK_1,1,SSK,132305,286,อำเภอเมืองศรีสะเกษ
SSK_1,1,SSK,132305,286,"อำเภอวังหิน (เฉพาะตำบลทุ่งสว่าง, ตำบลธาตุ, ตำบลบ่อแก้ว, ตำบลบุสูง)"
SSK_2,2,SSK,128102,284,"อำเภอโนนคูณ (เฉพาะตำบลบก, ตำบลโพธิ์)"
SSK_2,2,SSK,128102,284,อำเภอกันทรารมย์
SSK_2,2,SSK,128102,284,อำเภอน้ำเกลี้ยง
SSK_3,3,SSK,126665,285,อำเภอเบญจลักษ์
SSK_3,3,SSK,126665,285,"อำเภอโนนคูณ (ยกเว้นตำบลบก, ตำบลโพธิ์)"
SSK_3,3,SSK,126665,285,"อำเภอกันทรลักษ์ (เฉพาะตำบลภูเงิน, ตำบลกระแชง, ตำบลตระกาจ, ตำบลจานใหญ่)"
SSK_3,3,SSK,126665,285,อำเภอศรีรัตนะ
SSK_4,4,SSK,121068,240,"อำเภอกันทรลักษ์ (ยกเว้นตำบลภูเงิน, ตำบลกระแชง, ตำบลตระกาจ, ตำบลจานใหญ่)"
SSK_5,5,SSK,126260,235,อำเภอขุนหาญ
SSK_5,5,SSK,126260,235,อำเภอภูสิงห์
SSK_6,6,SSK,127792,299,อำเภอไพรบึง (เฉพาะตำบลสำโรงพลัน)
SSK_6,6,SSK,127792,299,อำเภอขุขันธ์
SSK_7,7,SSK,127300,330,อำเภอไพรบึง (ยกเว้นตำบลสำโรงพลัน)
SSK_7,7,SSK,127300,330,อำเภอปรางค์กู่
SSK_7,7,SSK,127300,330,อำเภอพยุห์
SSK_7,7,SSK,127300,330,"อำเภอวังหิน (ยกเว้นตำบลทุ่งสว่าง, ตำบลธาตุ, ตำบลบ่อแก้ว, ตำบลบุสูง)"
SSK_8,8,SSK,133076,371,อำเภอเมืองจันทร์
SSK_8,8,SSK,133076,371,อำเภอห้วยทับทัน
SSK_8,8,SSK,133076,371,อำเภออุทุมพรพิสัย
SSK_9,9,SSK,139720,420,อำเภอโพธิ์ศรีสุวรรณ
SSK_9,9,SSK,139720,420,อำเภอบึงบูรพ์
SSK_9,9,SSK,139720,420,อำเภอยางชุมน้อย
SSK_9,9,SSK,139720,420,อำเภอราษีไศล
SSK_9,9,SSK,139720,420,อำเภอศิลาลาด
STI_1,1,STI,119306,243,"อำเภอเมืองสุโขทัย (ยกเว้นตำบลเมืองเก่า, ตำบลวังทองแดง)"
STI_1,1,STI,119306,243,"อำเภอกงไกรลาศ (เฉพาะตำบลไกรกลาง, ตำบลไกรใน, ตำบลกกแรต, ตำบลบ้านใหม่สุขเกษม)"
STI_1,1,STI,119306,243,"อำเภอศรีสำโรง (ยกเว้นตำบลบ้านไร่, ตำบลบ้านซ่าน, ตำบลวัดเกาะ, ตำบลนาขุนไกร, ตำบลราวต้นจันทร์)"
STI_2,2,STI,117981,250,"อำเภอกงไกรลาศ (ยกเว้นตำบลไกรกลาง, ตำบลไกรใน, ตำบลกกแรต, ตำบลบ้านใหม่สุขเกษม)"
STI_2,2,STI,117981,250,อำเภอคีรีมาศ
STI_2,2,STI,117981,250,อำเภอบ้านด่านลานหอย
STI_3,3,STI,121557,237,"อำเภอเมืองสุโขทัย (เฉพาะตำบลเมืองเก่า, ตำบลวังทองแดง)"
STI_3,3,STI,121557,237,อำเภอทุ่งเสลี่ยม
STI_3,3,STI,121557,237,"อำเภอศรีสำโรง (เฉพาะตำบลบ้านไร่, ตำบลบ้านซ่าน, ตำบลวัดเกาะ, ตำบลนาขุนไกร, ตำบลราวต้นจันทร์)"
STI_3,3,STI,121557,237,"อำเภอสวรรคโลก (ยกเว้นตำบลป่ากุมเกาะ, ตำบลในเมือง, ตำบลคลองยาง, ตำบลปากน้ำ)"
STI_4,4,STI,120714,250,อำเภอศรีนคร
STI_4,4,STI,120714,250,อำเภอศรีสัชนาลัย
STI_4,4,STI,120714,250,"อำเภอสวรรคโลก (เฉพาะตำบลป่ากุมเกาะ, ตำบลในเมือง, ตำบลคลองยาง, ตำบลปากน้ำ)"
STN_1,1,STN,114189,170,อำเภอเมืองสตูล
STN_1,1,STN,114189,170,อำเภอควนโดน
STN_1,1,STN,114189,170,อำเภอควนกาหลง (เฉพาะตำบลทุ่งนุ้ย)
STN_2,2,STN,126303,197,อำเภอควนกาหลง (ยกเว้นตำบลทุ่งนุ้ย)
STN_2,2,STN,126303,197,อำเภอท่าแพ
STN_2,2,STN,126303,197,อำเภอทุ่งหว้า
STN_2,2,STN,126303,197,อำเภอมะนัง
STN_2,2,STN,126303,197,อำเภอละงู
TAK_1,1,TAK,150003,262,อำเภอเมืองตาก
TAK_1,1,TAK,150003,262,"อำเภอบ้านตาก (เฉพาะตำบลสมอโคน, ตำบลตากออก, ตำบลแม่สลิด)"
TAK_1,1,TAK,150003,262,อำเภอวังเจ้า
TAK_1,1,TAK,150003,262,อำเภอสามเงา
TAK_2,2,TAK,124501,195,"อำเภอแม่สอด (ยกเว้นตำบลแม่กาษา, ตำบลท่าสายลวด, ตำบลแม่ปะ)"
TAK_2,2,TAK,124501,195,อำเภอพบพระ
TAK_2,2,TAK,124501,195,อำเภออุ้มผาง
TAK_3,3,TAK,129770,226,อำเภอแม่ระมาด
TAK_3,3,TAK,129770,226,"อำเภอแม่สอด (เฉพาะตำบลแม่กาษา, ตำบลท่าสายลวด, ตำบลแม่ปะ)"
TAK_3,3,TAK,129770,226,อำเภอท่าสองยาง
TAK_3,3,TAK,129770,226,"อำเภอบ้านตาก (ยกเว้นตำบลสมอโคน, ตำบลตากออก, ตำบลแม่สลิด)"
TRG_1,1,TRG,122133,207,อำเภอเมืองตรัง
TRG_2,2,TRG,130639,268,อำเภอรัษฎา
TRG_2,2,TRG,130639,268,อำเภอวังวิเศษ
TRG_2,2,TRG,130639,268,อำเภอห้วยยอด
TRG_3,3,TRG,123965,215,อำเภอนาโยง
TRG_3,3,TRG,123965,215,อำเภอปะเหลียน
TRG_3,3,TRG,123965,215,"อำเภอย่านตาขาว (เฉพาะตำบลหนองบ่อ, ตำบลนาชุมเห็ด, ตำบลในควน, ตำบลโพรงจระเข้)"
TRG_3,3,TRG,123965,215,อำเภอหาดสำราญ
TRG_4,4,TRG,125619,213,อำเภอกันตัง
TRG_4,4,TRG,125619,213,"อำเภอย่านตาขาว (ยกเว้นตำบลหนองบ่อ, ตำบลนาชุมเห็ด, ตำบลในควน, ตำบลโพรงจระเข้)"
TRG_4,4,TRG,125619,213,อำเภอสิเกา
TRT_1,1,TRT,175112,314,
UBN_1,1,UBN,131699,227,"อำเภอเมืองอุบลราชธานี (ยกเว้นตำบลไร่น้อย, ตำบลหัวเรือ, ตำบลขี้เหล็ก, ตำบลปะอาว, ตำบลหนองขอน)"
UBN_10,10,UBN,139504,302,อำเภอเดชอุดม (เฉพาะตำบลทุ่งเทิง)
UBN_10,10,UBN,139504,302,อำเภอทุ่งศรีอุดม
UBN_10,10,UBN,139504,302,อำเภอน้ำขุ่น
UBN_10,10,UBN,139504,302,อำเภอน้ำยืน
UBN_10,10,UBN,139504,302,"อำเภอสำโรง (ยกเว้นตำบลสำโรง, ตำบลโคกก่อง, ตำบลบอน)"
UBN_11,11,UBN,134037,244,อำเภอเดชอุดม (ยกเว้นตำบลทุ่งเทิง)
UBN_2,2,UBN,135471,272,อำเภอเขื่องใน
UBN_2,2,UBN,135471,272,"อำเภอเมืองอุบลราชธานี (เฉพาะตำบลไร่น้อย, ตำบลหัวเรือ, ตำบลขี้เหล็ก, ตำบลปะอาว, ตำบลหนองขอน)"
UBN_3,3,UBN,138742,327,อำเภอเหล่าเสือโก้ก
UBN_3,3,UBN,138742,327,อำเภอดอนมดแดง
UBN_3,3,UBN,138742,327,อำเภอตาลสุม
UBN_3,3,UBN,138742,327,อำเภอม่วงสามสิบ
UBN_4,4,UBN,142677,285,อำเภอวารินชำราบ
UBN_4,4,UBN,142677,285,"อำเภอสำโรง (เฉพาะตำบลสำโรง, ตำบลโคกก่อง, ตำบลบอน)"
UBN_5,5,UBN,130498,319,อำเภอกุดข้าวปุ้น
UBN_5,5,UBN,130498,319,อำเภอตระการพืชผล
UBN_6,6,UBN,128754,269,อำเภอเขมราฐ
UBN_6,6,UBN,128754,269,อำเภอโพธิ์ไทร
UBN_6,6,UBN,128754,269,อำเภอนาตาล
UBN_7,7,UBN,128533,268,อำเภอโขงเจียม
UBN_7,7,UBN,128533,268,"อำเภอพิบูลมังสาหาร (เฉพาะตำบลระเว, ตำบลทรายมูล)"
UBN_7,7,UBN,128533,268,อำเภอศรีเมืองใหม่
UBN_7,7,UBN,128533,268,อำเภอสิรินธร (ยกเว้นตำบลโนนก่อ)
UBN_8,8,UBN,136022,289,อำเภอนาเยีย
UBN_8,8,UBN,136022,289,"อำเภอพิบูลมังสาหาร (ยกเว้นตำบลระเว, ตำบลทรายมูล)"
UBN_8,8,UBN,136022,289,อำเภอสว่างวีระวงศ์
UBN_9,9,UBN,128034,225,อำเภอนาจะหลวย
UBN_9,9,UBN,128034,225,อำเภอบุณฑริก
UBN_9,9,UBN,128034,225,อำเภอสิรินธร (เฉพาะตำบลโนนก่อ)
UDN_1,1,UDN,127626,219,"อำเภอเมืองอุดรธานี (เฉพาะตำบลหมากแข้ง, ตำบลหนองบัว, ตำบลนาดี, ตำบลบ้านเลื่อม)"
UDN_10,10,UDN,121876,230,อำเภอนายูง
UDN_10,10,UDN,121876,230,อำเภอน้ำโสม
UDN_10,10,UDN,121876,230,"อำเภอบ้านผือ (ยกเว้นตำบลเขือน้ำ, ตำบลคำบง, ตำบลโนนทอง, ตำบลหนองหัวคู, ตำบลหนองแวง)"
UDN_2,2,UDN,126727,197,"อำเภอเมืองอุดรธานี (เฉพาะตำบลบ้านตาด, ตำบลโนนสูง, ตำบลหมูม่น, ตำบลหนองนาคำ, ตำบลกุดสระ, ตำบลสามพร้าว, ตำบลนาข่า, ตำบลบ้านจั่น, ตำบลหนองขอนกว้าง, ตำบลนากว้าง)"
UDN_3,3,UDN,124489,241,อำเภอเพ็ญ
UDN_3,3,UDN,124489,241,อำเภอเมืองอุดรธานี (เฉพาะตำบลบ้านขาว)
UDN_3,3,UDN,124489,241,อำเภอสร้างคอม
UDN_4,4,UDN,125363,217,อำเภอทุ่งฝน
UDN_4,4,UDN,125363,217,อำเภอบ้านดุง
UDN_5,5,UDN,123008,227,"อำเภอกู่แก้ว (เฉพาะตำบลค้อใหญ่, ตำบลคอนสาย)"
UDN_5,5,UDN,123008,227,อำเภอพิบูลย์รักษ์
UDN_5,5,UDN,123008,227,อำเภอหนองหาน
UDN_6,6,UDN,125632,236,อำเภอไชยวาน
UDN_6,6,UDN,125632,236,"อำเภอกู่แก้ว (เฉพาะตำบลบ้านจีต, ตำบลโนนทองอินทร์)"
UDN_6,6,UDN,125632,236,อำเภอวังสามหมอ
UDN_6,6,UDN,125632,236,อำเภอศรีธาตุ
UDN_7,7,UDN,128134,236,อำเภอเมืองอุดรธานี (เฉพาะตำบลหนองไผ่)
UDN_7,7,UDN,128134,236,อำเภอกุมภวาปี
UDN_7,7,UDN,128134,236,อำเภอประจักษ์ศิลปาคม
UDN_8,8,UDN,122311,218,อำเภอเมืองอุดรธานี (เฉพาะตำบลหนองไฮ)
UDN_8,8,UDN,122311,218,อำเภอโนนสะอาด
UDN_8,8,UDN,122311,218,อำเภอหนองแสง
UDN_8,8,UDN,122311,218,อำเภอหนองวัวซอ
UDN_9,9,UDN,123658,231,"อำเภอเมืองอุดรธานี (เฉพาะตำบลนิคมสงเคราะห์, ตำบลเชียงยืน, ตำบลเชียงพิณ, ตำบลโคกสะอาด)"
UDN_9,9,UDN,123658,231,อำเภอกุดจับ
UDN_9,9,UDN,123658,231,"อำเภอบ้านผือ (เฉพาะตำบลเขือน้ำ, ตำบลคำบง, ตำบลโนนทอง, ตำบลหนองหัวคู, ตำบลหนองแวง)"
UTI_1,1,UTI,127585,327,อำเภอเมืองอุทัยธานี
UTI_1,1,UTI,127585,327,อำเภอทัพทัน
UTI_1,1,UTI,127585,327,อำเภอสว่างอารมณ์
UTI_1,1,UTI,127585,327,อำเภอหนองขาหย่าง
UTI_1,1,UTI,127585,327,"อำเภอหนองฉาง (ยกเว้นตำบลเขาบางแกรก, ตำบลทุ่งโพ, ตำบลเขากวางทอง)"
UTI_2,2,UTI,133398,290,อำเภอบ้านไร่
UTI_2,2,UTI,133398,290,อำเภอลานสัก
UTI_2,2,UTI,133398,290,"อำเภอหนองฉาง (เฉพาะตำบลเขาบางแกรก, ตำบลทุ่งโพ, ตำบลเขากวางทอง)"
UTI_2,2,UTI,133398,290,อำเภอห้วยคต
UTT_1,1,UTT,118401,222,อำเภอเมืองอุตรดิตถ์
UTT_2,2,UTT,125654,269,อำเภอทองแสนขัน
UTT_2,2,UTT,125654,269,อำเภอท่าปลา
UTT_2,2,UTT,125654,269,อำเภอน้ำปาด
UTT_2,2,UTT,125654,269,อำเภอบ้านโคก
UTT_2,2,UTT,125654,269,"อำเภอพิชัย (เฉพาะตำบลนาอิน, ตำบลนายาง)"
UTT_2,2,UTT,125654,269,อำเภอฟากท่า
UTT_3,3,UTT,124268,241,อำเภอตรอน
UTT_3,3,UTT,124268,241,"อำเภอพิชัย (ยกเว้นตำบลนาอิน, ตำบลนายาง)"
UTT_3,3,UTT,124268,241,อำเภอลับแล
YLA_1,1,YLA,125569,187,"อำเภอเมืองยะลา (ยกเว้นตำบลบุดี, ตำบลเปาะเส้ง, ตำบลบันนังสาเรง)"
YLA_1,1,YLA,125569,187,"อำเภอยะหา (เฉพาะตำบลยะหา, ตำบลตาชี, ตำบลบาโงยซิแน)"
YLA_2,2,YLA,129255,192,"อำเภอเมืองยะลา (เฉพาะตำบลบุดี, ตำบลเปาะเส้ง, ตำบลบันนังสาเรง)"
YLA_2,2,YLA,129255,192,อำเภอกาบัง
YLA_2,2,YLA,129255,192,"อำเภอยะหา (ยกเว้นตำบลยะหา, ตำบลตาชี, ตำบลบาโงยซิแน)"
YLA_2,2,YLA,129255,192,อำเภอรามัน
YLA_3,3,YLA,127447,217,อำเภอเบตง
YLA_3,3,YLA,127447,217,อำเภอกรงปินัง
YLA_3,3,YLA,127447,217,อำเภอธารโต
YLA_3,3,YLA,127447,217,อำเภอบันนังสตา
YST_1,1,YST,144909,300,อำเภอเมืองยโสธร
YST_1,1,YST,144909,300,อำเภอคำเขื่อนแก้ว (เฉพาะตำบลทุ่งมน)
YST_1,1,YST,144909,300,อำเภอทรายมูล
YST_1,1,YST,144909,300,"อำเภอป่าติ้ว (เฉพาะตำบลศรีฐาน, ตำบลกระจาย)"
YST_2,2,YST,141903,302,"อำเภอไทยเจริญ (เฉพาะตำบลน้ำคำ, ตำบลคำไผ่)"
YST_2,2,YST,141903,302,อำเภอค้อวัง
YST_2,2,YST,141903,302,อำเภอคำเขื่อนแก้ว (ยกเว้นตำบลทุ่งมน)
YST_2,2,YST,141903,302,"อำเภอป่าติ้ว (ยกเว้นตำบลศรีฐาน, ตำบลกระจาย)"
YST_2,2,YST,141903,302,อำเภอมหาชนะชัย
YST_3,3,YST,146060,303,อำเภอเลิงนกทา
YST_3,3,YST,146060,303,"อำเภอไทยเจริญ (ยกเว้นตำบลน้ำคำ, ตำบลคำไผ่)"
YST_3,3,YST,146060,303,อำเภอกุดชุม
